Date,Price,CVol,Change,% Change,"Total Return (Gross, Unhedged)","Cumulative Return % (Gross, Unhedged)",Open,High,Low,Total Return
1999-01-29,105.277792423579,,5.277792423579,,105.295989521702,5.29598952170199,,105.277792423579,105.277792423579,
1999-02-26,104.628817664871,,-0.648974758708007,-0.006183481561186442,104.66659895274,4.66659895274,,104.628817664871,104.628817664871,-0.006183481561186421
1999-03-31,103.91726868682,,-0.711548978050998,-0.00682392800231517,104.086502856311,4.086502856311,,103.91726868682,103.91726868682,-0.01296521393052441
1999-04-30,105.910505635138,,1.99323694831799,0.018999361867914902,106.18951502681,6.18951502681,,105.910505635138,105.910505635138,0.005787817146229557
1999-05-28,102.241143919423,,-3.66936171571499,-0.03526027190366639,102.96989922382,2.96989922381999,,102.241143919423,102.241143919423,-0.029676534763741658
1999-06-30,107.117658403876,,4.87651448445301,0.046593662446573834,108.080133760208,8.080133760208,,107.117658403876,107.117658403876,0.015534389239466373
1999-07-30,105.153487925576,,-1.9641704783,-0.01850676903315314,106.193360149085,6.19336014908499,,105.153487925576,105.153487925576,-0.003259871147412663
1999-08-31,106.762354425692,,1.60886650011599,0.015184305186938666,108.088261551118,8.08826155111799,,106.762354425692,106.762354425692,0.011874935161153566
1999-09-30,106.246613138619,,-0.515741287072998,-0.004842446783193215,107.593888555221,7.59388855522099,,106.246613138619,106.246613138619,0.006974984636388681
1999-10-29,113.317886823484,,7.071273684865,0.06443409596537873,114.759418956856,14.7594189568559,,113.317886823484,113.317886823484,0.07185850743118549
1999-11-30,129.792212487767,,16.4743256642829,0.13573777930854405,131.500768062783,31.500768062783,,129.792212487767,129.792212487767,0.21735020096286517
1999-12-31,153.668277630542,,23.876065142775,0.16886143154154426,155.752391772085,55.7523917720849,,153.668277630542,153.668277630542,0.4229136985848412
2000-01-31,153.803845061187,,0.135567430644982,0.0008818193873513857,155.907632451099,55.907632451099,,153.803845061187,153.803845061187,0.4241684514707813
2000-02-29,175.474533521271,,21.670688460084,0.131815867078936,177.944835936429,77.944835936429,,175.474533521271,175.474533521271,0.6118964507678679
2000-03-31,171.547234878841,,-3.92729864243,-0.022635273517442368,174.103767894154,74.103767894154,,171.547234878841,171.547234878841,0.5754107337229428
2000-04-28,168.731266755935,,-2.81596812290601,-0.016551338944677477,171.453631641866,71.453631641866,,168.731266755935,168.731266755935,0.5493355766920114
2000-05-31,159.058106415101,,-9.67316034083398,-0.05903772716215642,161.920872638821,61.920872638821,,159.058106415101,159.058106415101,0.4578663256326463
2000-06-30,156.629123158816,,-2.42898325628502,-0.015388846705463748,159.697552348089,59.697552348089,,156.629123158816,156.629123158816,0.4354314442304279
2000-07-31,155.610527091866,,-1.01859606694998,-0.006524473618219738,158.802194581606,58.8021945816059,,155.610527091866,155.610527091866,0.4260660096417834
2000-08-31,160.076201840085,,4.46567474821898,0.028293699069996063,163.434068816091,63.434068816091,,160.076201840085,160.076201840085,0.46641469217253806
2000-09-29,146.634168063243,,-13.4420337768419,-0.08770913105341108,149.719287277729,49.719287277729,,146.634168063243,146.634168063243,0.3377967337581296
2000-10-31,147.621610179492,,0.987442116248985,0.006711479575138539,150.730511279722,50.730511279722,,147.621610179492,147.621610179492,0.3467753292124345
