Date,Price,CVol,Change,% Change,"Total Return (Gross, Unhedged)","Cumulative Return % (Gross, Unhedged)",Open,High,Low,Total Return
1999-01-29,99.9050881076098,,-0.0949118923902005,,,,,99.9050881076098,99.9050881076098,
1999-02-26,102.22079638423,,2.31570827662019,0.022914527828821966,,,,102.22079638423,102.22079638423,0.022914527828821862
1999-03-31,105.527115508323,,3.306319124093,0.0318327947341789,,,,105.527115508323,105.527115508323,0.055476756023806306
1999-04-30,113.637093775169,,8.109978266846,0.07404204377019784,,,,113.637093775169,113.637093775169,0.13362641219174742
1999-05-31,112.968993317257,,-0.668100457912004,-0.005896597062297716,,,,112.968993317257,112.968993317257,0.12694187401987445
1999-06-30,114.386858734798,,1.41786541754099,0.012472815511653652,,,,114.386858734798,114.386858734798,0.14099801210688145
1999-07-30,112.730315501021,,-1.656543233777,-0.01458782336398581,,,,112.730315501021,112.730315501021,0.12435333464760734
1999-08-31,115.753947225955,,3.023631724934,0.02646841590486199,,,,115.753947225955,115.753947225955,0.1541131863330787
1999-09-30,112.902840446454,,-2.851106779501,-0.02493916389107053,,,,112.902840446454,112.902840446454,0.12533056843027235
1999-10-29,111.921504722004,,-0.981335724449991,-0.008729854909942159,,,,111.921504722004,111.921504722004,0.11550659584215328
1999-11-30,117.676480739426,,5.75497601742199,0.05014139561658369,,,,117.676480739426,117.676480739426,0.17143965337718314
1999-12-31,126.616290707806,,8.93980996838,0.07322200950373964,,,,126.616290707806,126.616290707806,0.2572148188098249
2000-01-31,130.820908475106,,4.20461776729999,0.03266809696707772,,,,130.820908475106,130.820908475106,0.2982856344191511
2000-02-29,141.092680772942,,10.271772297836,0.07558770791523022,,,,141.092680772942,141.092680772942,0.3964200697441653
2000-03-31,139.954197787503,,-1.13848298543899,-0.0081017744701308,,,,139.954197787503,139.954197787503,0.3851065892735337
2000-04-28,137.69218129738,,-2.26201649012301,-0.01629458699968807,,,,137.69218129738,137.69218129738,0.3625368494507748
2000-05-31,133.631994429652,,-4.06018686772799,-0.029930911725027834,,,,133.631994429652,133.631994429652,0.32175487928776625
2000-06-30,133.705313106618,,0.0733186769660108,0.0005485106398351153,,,,133.705313106618,133.705313106618,0.32247987590230953
2000-07-31,137.911731833164,,4.20641872654599,0.03097563377722709,,,,137.911731833164,137.911731833164,0.36344452821601214
2000-08-31,144.718786508683,,6.80705467551899,0.048178599841449433,,,,144.718786508683,144.718786508683,0.42913337654694517
2000-09-29,141.690025299646,,-3.02876120903698,-0.02115070482189077,,,,141.690025299646,141.690025299646,0.3989061983484887
2000-10-31,140.149829173361,,-1.54019612628499,-0.010929692406723328,,,,140.149829173361,140.149829173361,0.383616583894681
2000-11-30,133.309133629826,,-6.84069554353502,-0.05004131453487087,,,,133.309133629826,133.309133629826,0.31437859122434375
2000-12-29,130.571777775088,,-2.73735585473798,-0.020747647369316374,,,,130.571777775088,130.571777775088,0.2871083277038422
2001-01-31,138.764235315372,,8.19245754028398,0.060853247409854844,106.386540731639,,,138.764235315372,138.764235315372,0.36543304921288877
2001-02-28,134.794863660153,,-3.96937165521899,-0.02902224989046573,103.423541695379,-2.78512584005733,,134.794863660153,134.794863660153,0.32580511004993173
2001-03-30,127.167015860614,,-7.62784779953899,-0.058252786333268594,97.8018471063683,-8.06934182297144,,127.167015860614,127.167015860614,0.24857326825463733
2001-04-30,133.905650788624,,6.73863492801,0.05163414535706767,103.459342382185,-2.75147432120937,,133.905650788624,133.905650788624,0.3130422818766463
2001-05-31,138.944252432364,,5.03860164374,0.03693733768156955,108.10510280859,1.61539426428582,,138.944252432364,138.944252432364,0.3615425680325026
2001-06-29,132.284258916601,,-6.659993515763,-0.04911970722630679,103.237434684767,-2.96006057271441,,132.284258916601,132.284258916601,0.29466399571459223
2001-07-31,125.741361866197,,-6.542897050404,-0.05072597011255119,98.3155077743293,-7.58651696145375,,125.741361866197,125.741361866197,0.22899090856217774
2001-08-31,121.980748666012,,-3.76061320018499,-0.03036387924513901,95.4673739656807,-10.2636731026925,,121.980748666012,121.980748666012,0.19167397702122213
2001-09-28,101.06051608576,,-20.920232580252,-0.18814372788527253,79.2460317014593,-25.5112242991732,,101.06051608576,101.06051608576,-0.0325320074394192
2001-10-31,108.525680078305,,7.465163992545,0.07126732114790148,85.2980932274857,-19.8224769403388,,108.525680078305,108.525680078305,0.03641684468671147
2001-11-30,117.970030711007,,9.44435063270199,0.08344378745774779,92.8228002638617,-12.7494891501284,,117.970030711007,117.970030711007,0.12289939159237906
2001-12-31,120.53117191311,,2.561141202103,0.021477792369646666,94.9636763393954,-10.7371330186004,,120.53117191311,120.53117191311,0.14701679157700287
2002-01-31,122.370721168644,,1.83954925553399,0.015146727773024282,96.5469994074975,-9.2488591662754,,122.370721168644,122.370721168644,0.16439034267010744
2002-02-28,122.163222355676,,-0.207498812967998,-0.0016970966057269581,96.4149747246301,-9.37295821297758,,122.163222355676,122.163222355676,0.16241425977182078
2002-03-29,128.879306498635,,6.716084142959,0.05351831914948255,102.134887464923,-3.99642025906344,,128.879306498635,128.879306498635,0.2246247171101987
2002-04-30,128.103879356363,,-0.775427142272008,-0.006034865612599506,102.005533440858,-4.11800897054461,,128.103879356363,128.103879356363,0.21723427151657093
2002-05-31,124.033453514342,,-4.07042584202099,-0.03229017663128821,99.2301838899973,-6.72675020019089,,124.033453514342,124.033453514342,0.17792956188764353
2002-06-28,113.03027614801,,-11.0031773663319,-0.09289560228647895,90.6670846351918,-14.7757939945614,,113.03027614801,113.03027614801,0.06850508578504266
2002-07-31,101.482417051824,,-11.547859096186,-0.10777016087962932,81.5288327626365,-23.3654631479242,,101.482417051824,101.482417051824,-0.04664787921071356
2002-08-30,99.7628243556349,,-1.71959269618909,-0.017089939984127583,80.2268138934344,-24.5893199067283,,99.7628243556349,99.7628243556349,-0.06294060973874316
2002-09-30,88.0558707440916,,-11.7069536115432,-0.12482410463799669,70.9554874803903,-33.3040749399154,,88.0558707440916,88.0558707440916,-0.17990820912073158
2002-10-31,91.3680474024376,,3.31217665834599,0.03692431871906296,73.7361746715131,-30.6903164964135,,91.3680474024376,91.3680474024376,-0.14962687845541844
2002-11-29,94.8697207380713,,3.50167333563369,0.037608763217039064,76.6161965633287,-27.9831865606066,,94.8697207380713,94.8697207380713,-0.11764539708111399
2002-12-31,87.5903843689693,,-7.27933636910199,-0.07983336533314596,70.8091820789698,-33.4415974126026,,87.5903843689693,87.5903843689693,-0.18808673444932034
2003-01-31,82.8593600253406,,-4.73102434362869,-0.055526511386273285,67.0497142703014,-36.9753788315808,,82.8593600253406,82.8593600253406,-0.23316944563358644
2003-02-28,79.2003550792931,,-3.6590049460475,-0.04516393091892464,64.1262881896921,-39.7233073388002,,79.2003550792931,79.2003550792931,-0.2678025278175119
2003-03-31,77.7157485364165,,-1.4846065428766,-0.018922861432371776,63.2926387324939,-40.5069115912414,,77.7157485364165,77.7157485364165,-0.28165779912475397
2003-04-30,86.2722912366134,,8.5565427001969,0.10445055093703778,70.8659576343861,-33.3882301773998,,86.2722912366134,86.2722912366134,-0.20662656048201034
2003-05-30,90.5728677641961,,4.3005765275827,0.04864622375722819,74.8415269394637,-29.6513201531271,,90.5728677641961,90.5728677641961,-0.1680319386201764
2003-06-30,94.5291814483383,,3.9563136841422,0.04275388982976786,78.2756596800128,-26.4233434589589,,94.5291814483383,94.5291814483383,-0.13246206778205782
2003-07-31,100.568864265429,,6.03968281709069,0.061934124190474525,83.4704656856309,-21.540389309033,,100.568864265429,100.568864265429,-0.0787318657481243
2003-08-29,106.652950257404,,6.084085991975,0.05873739810337561,88.5852111052354,-16.7326895902251,,106.652950257404,106.652950257404,-0.024618972586617716
2003-09-30,105.060814018634,,-1.59213623876999,-0.015040743893535657,87.3863312504061,-17.8595989215977,,105.060814018634,105.060814018634,-0.039289428818556016
2003-10-31,113.842811845966,,8.78199782733199,0.08027928983197556,94.7885039142437,-10.9017895850673,,113.842811845966,113.842811845966,0.03783573356996195
2003-11-28,114.523326067111,,0.680514221145003,0.005959869897416427,95.437015131578,-10.29220945127,,114.523326067111,114.523326067111,0.044021099516928563
